"","id","name","mukim","area"
"400",411,"Kg. Sungai Damit Pemadang","MUKIM UKONG",9195916
"401",412,"Kg. Pangkalan Ra'an","MUKIM UKONG",3466883.5
"402",413,"Kg. Benutan","MUKIM RAMBAI",53395888
"403",414,"Kg. Panchung","MUKIM LAMUNIN",19994156
"404",415,"Hutan Simpan Bukit Ladan","MUKIM LAMUNIN",31008926
"405",416,"Kg. Sukang","MUKIM SUKANG",189466944
"406",417,"Kg. Melilas","MUKIM MELILAS",12284590
"407",418,"Kg. Bang Garang","MUKIM MELILAS",34757624
"408",419,"Kg. Dungun","MUKIM SUKANG",354696448
"409",420,"Kg. Bukit Tuding","MUKIM MELILAS",560244672
"410",421,"Kg. Mendaram Kecil","MUKIM LABI",85858960
"411",422,"Kg. Teraja","MUKIM LABI",108521344
"412",882,NA,NA,NA
"413",883,NA,NA,NA
"414",884,NA,NA,NA
"415",893,NA,NA,NA
"416",894,NA,NA,NA
"417",895,NA,NA,NA
"418",896,NA,NA,NA
"419",901,NA,NA,NA
"420",902,NA,NA,NA
"421",908,NA,NA,NA
"422",910,NA,NA,NA
"423",911,NA,NA,NA
"424",913,NA,NA,NA
"425",914,NA,NA,NA
"426",915,NA,NA,NA
"427",917,NA,NA,NA
"428",920,NA,NA,NA
"429",921,NA,NA,NA
"430",922,NA,NA,NA
"431",923,NA,NA,NA
"432",924,NA,NA,NA
"433",925,NA,NA,NA
"434",926,NA,NA,NA
"435",927,NA,NA,NA
"436",928,NA,NA,NA
"437",929,NA,NA,NA
"438",930,NA,NA,NA
"439",932,NA,NA,NA
"440",933,NA,NA,NA
"441",954,"Kg. Tungku","MUKIM GADONG A",23048426
"442",958,"Perkhemahan Berakas","MUKIM BERAKAS A",11639520
"443",959,"Kg. Tanah Jambu","MUKIM MENTIRI",13165984
"444",962,"Kawasan Padang Tembak Binturan","MUKIM KERIAM",54566948
"445",963,"Kg. Penanjong","MUKIM PEKAN TUTONG",2912528.25
"446",964,"Tutong Kem","MUKIM PEKAN TUTONG",2197250.25
"447",966,"Kg. Penabai","MUKIM PEKAN TUTONG",2081824.875
"448",967,"Kg. Kuala Tutong","MUKIM PEKAN TUTONG",1356947.5
"449",968,"Kg. Danau","MUKIM TELISAI",722208.5
"450",969,"Kg. Tumpuan Ugas","MUKIM TELISAI",567800.625
"451",983,NA,NA,NA
